ACO_ID,ACO_Name,ACO_State,Agree_Type,Agreement_Period_Num,Initial_Start_Date,Current_Start_Date,Current_Track_1,Current_Track_2,Current_Track_3,Current_Track_1_Plus,Current_BASIC_A,Current_BASIC_B,Current_BASIC_C,Current_BASIC_D,Current_BASIC_E,Current_ENHANCED,Risk_Model,Assign_Type,Adv_Pay,AIM,SNF_Waiver,N_AB,Sav_Rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,DisAdj,EarnSaveLoss,DisAffQual,Met_QPS,Report_WI,Report_eCQM,Report_CQM,Report_Inc,QualScore,Recvd30p,PosRegAdj,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,MaxShareRate,FinalShareRate,RevLossLimit,Rev_Exp_Cat,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,P_SNF_ADM,SNF_LOS,SNF_PayperStay,N_CAH,N_FQHC,N_RHC,N_ETA,N_Hosp,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,Perc_Dual,Perc_CovDiag,Perc_CovEpisode,Perc_LTI,CAHPS_1,CAHPS_2,CAHPS_3,CAHPS_4,CAHPS_5,CAHPS_6,CAHPS_7,CAHPS_11,CAHPS_9,CAHPS_8,Measure_479,Measure_MCC1,QualityID_318,QualityID_110,QualityID_226,QualityID_134_WI,QualityID_134_eCQM-CQM,QualityID_113,QualityID_112,QualityID_438,QualityID_370,QualityID_001_WI,QualityID_001_eCQM-CQM,QualityID_236_WI,QualityID_236_eCQM-CQM
A3693,"CHSPSC ACO 16, LLC",AZ,Initial,1,43101,43101,1,0,0,0,0,0,0,0,0,0,One-Sided,Retrospective,0,0,0,8943,0.0861,0.0311,6774269,6774269,,3319392,1,1,1,0,0,0,0.9421,0,,8993,7984,78686456,71912187,,,0.5,0.5,0,High Revenue,65498,8764,9743,7374,67335,8958,12170,7218,82997,9041,10386,7456,60544,6986,10704,8140,8219,0.939,0.896,0.761,0.825,1.009,0.879,0.694,0.815,0.946,0.928,0.847,0.822,0.905,0.774,0.811,0.873,36,706,212,8525,8749,15,448,168,8118,734,4978,2554,677,4907,4036,8207,140,76,126,24,370,1935,1629,30,293,21,125,169,1637,3968,70,277,200,172,152,1,15,4,500,112,647,277,10123,2782,4828,1776,737,18,19,9534,0,17,0,0,3,6,184,285,180,45,0,0.0388,0.0456,0.0119,0.0002,64.57,88.94,85.32,69.78,54.5,58,73.43,21.76,83.74,75.54,0.1452,28.43,92.19,74.41,85.37,75,-,62.83,73.06,85.86,21.21,14.15,-,73.42,-
A4818,Duly Health and Care ACO,IL,Initial,1,43831,43831,0,0,0,0,0,0,0,0,1,0,Two-Sided,Prospective,0,0,1,51526,0.041,0.02,24632107,24632107,,12069733,1,1,1,0,0,0,0.8961,0,1,11889,11604,600108349,575476241,,,0.5,0.5,1,Low Revenue,98011,11235,21014,10092,103503,11200,22510,10673,104087,10985,21181,10926,93916,10690,21543,10878,11401,1.037,1.003,1.122,1.007,1.047,1.025,1.162,1.026,1.041,0.985,1.135,1.014,1.049,1.001,1.13,1.044,174,2506,1182,50139,50477,176,2186,1142,46972,2343,25047,17071,7065,29602,21924,46473,1734,736,321,7,2255,2988,2633,39,311,51,371,778,1957,4766,109,540,267,262,244,1,13,4,513,202,731,273,10625,3672,5260,1668,25,58,25,13614,0,0,0,0,0,0,354,581,147,141,3,0.0385,0.0512,0.0139,0.0095,81.7,92.42,91.25,74.87,59.8,56.24,72.99,18.6,91.17,81.94,0.1517,39.9,81.8,90.58,78.26,74.29,-,75.87,76.72,83.28,15.79,5.54,-,86.47,-
A3473,Houston Methodist Coordinated Care,TX,Renewal,2,42736,43831,0,0,0,0,0,0,0,0,0,1,Two-Sided,Prospective,0,0,1,35131,0.0631,0,29654665,29654665,,21796179,1,1,1,0,0,0,0.9548,0,1,13630,13383,469668375,440013710,,,0.75,0.75,0,Low Revenue,99912,12381,17764,11037,105546,14688,18501,11058,109650,15056,19104,11672,103615,14572,14876,11791,12770,1.078,1.12,1.035,1.056,1.081,1.283,1.04,1.035,1.09,1.292,1.055,1.073,1.064,1.295,1.048,1.119,257,1600,835,26295,34458,289,1639,842,31688,1865,19259,10722,3285,21278,13853,28116,3423,1284,578,23,1707,3597,2947,108,616,28,285,377,3021,4868,114,689,347,284,250,4,28,3,597,202,855,378,11160,3852,6134,1151,22,32,24,12965,0,0,0,0,0,0,363,843,379,144,0,0.0385,0.089,0.0194,0.0022,80.55,94.33,93.65,76.21,62.85,61.33,71.18,35.09,92.96,89.06,0.1541,35.8,95.92,90.23,93.33,93.82,-,84.31,80.69,88.66,30.56,8.26,-,70.05,-
A3719,"CHSPSC ACO 10, LLC",FL,Initial,1,43101,43101,1,0,0,0,0,0,0,0,0,0,One-Sided,Retrospective,0,0,0,15305,0.0292,0.0269,4954948,4954948,,2427924,1,1,1,0,0,0,0.9153,0,,11349,10322,169804989,164850041,,,0.5,0.5,0,High Revenue,75329,10541,19471,9536,70334,10450,18324,9558,76971,11797,18109,9647,99032,10817,20803,10501,11018,0.975,1.014,1.077,1.045,1.009,0.968,1.049,1.027,1.015,0.978,1,1.056,0.994,0.949,1.087,1.075,59,954,288,14338,14962,53,808,266,13835,1197,7332,5050,1726,8080,7225,14342,307,78,96,4,478,2573,2156,51,371,26,140,326,1592,5685,76,523,306,245,221,2,19,4,490,182,868,301,12484,4609,6172,1685,19,30,23,11010,0,0,1,0,5,6,101,169,108,28,0,0.0382,0.0493,0.0135,0.0011,81.83,92.93,91.6,77.01,61.9,62.76,75.74,24.93,91.08,83.78,0.1636,30.88,94.27,86.17,73.33,72.82,-,71.1,82.73,82.76,0,10.05,-,76.54,-
A2551,"Physicians ACO, LLC",FL,Renewal,2,42005,43101,1,0,0,0,0,0,0,0,0,0,One-Sided,Retrospective,0,0,0,7269,0.1551,0.0335,12869650,12869650,,6306129,1,1,1,0,0,0,0.975,0,1,11641,12030,82974634,70104984,,,0.5,0.5,0,Low Revenue,62727,12285,23079,11800,77143,11676,21775,11418,77886,11006,17286,9947,86797,9589,12369,9500,9835,0.958,1.248,1.245,1.274,0.973,1.305,1.219,1.259,1.032,1.166,1.199,1.218,1.04,1.224,1.245,1.293,60,461,256,5586,7128,25,276,142,6685,402,3254,2899,714,4295,2974,6590,363,51,69,4,192,2173,1968,20,171,21,121,251,1291,5475,73,349,225,228,215,1,10,2,533,185,699,317,14474,7060,5802,1551,61,25,19,9667,0,0,0,0,0,0,37,2,47,10,0,0.0375,0.0586,0.0131,0.0001,83.88,90.95,89.76,79.03,61.18,60.54,73.97,20.34,90.81,84.52,0.1746,25.41,97.39,90.98,92.31,91.17,-,81.18,88.37,84.54,22.22,7.17,-,83.61,-
A4516,"AtlantiCare Health Solutions, Inc.",NJ,Re-entering,2,43647,43647,0,0,0,0,0,0,0,0,1,0,Two-Sided,Prospective,0,0,1,13559,0.0273,0.01,4473883,4473883,,2192202,1,1,1,0,0,0,0.7159,0,1,12377,12154,163912969,159439087,,,0.5,0.5,1,Low Revenue,111361,9796,20459,10827,97931,10241,22550,11161,104826,11122,23762,11735,88708,10748,24031,11655,12039,1.06,0.943,1.116,1.086,1.02,0.94,1.217,1.056,1.039,0.901,1.227,1.052,1.004,0.922,1.163,1.033,51,1156,373,14389,13243,38,872,238,12094,929,6210,4797,1623,7973,5586,12395,596,140,67,1,360,3151,2826,46,283,26,368,778,2211,4847,67,415,282,272,258,1,11,2,545,215,738,281,11371,3630,5854,1877,10,52,25,14770,0,0,0,0,0,0,219,266,149,36,2,0.0369,0.0702,0.0225,0.0051,82.27,93.84,92.45,72.99,64.52,60.18,73.72,22.88,91.57,85.59,0.163,36.76,82.35,74.56,80,85.39,-,61.01,56.75,81.71,3.57,14.39,-,65.71,-
A4756,TX AZ AR CO UT MSSP Enhanced,"TX, CO, UT, AR, AZ",Initial,1,43831,43831,0,0,0,0,0,0,0,0,1,0,Two-Sided,Retrospective,0,0,0,11297,0.0163,0.01,1710144,1710144,,837970,1,1,1,0,0,0,1,0,1,9524,9405,105081715,103371571,,,0.5,0.5,1,Low Revenue,76179,8633,12240,8363,72110,7856,12381,8257,80849,8051,12794,8402,69674,9101,16044,9033,9369,0.911,0.915,0.904,0.916,0.981,0.881,0.918,0.917,0.915,0.878,0.877,0.94,0.919,0.871,1.016,0.978,46,659,271,9526,11033,35,500,222,10277,791,5772,3414,1320,6640,4657,10453,246,73,153,17,355,2144,1732,42,337,22,237,412,1635,4380,73,388,253,194,170,2,18,2,419,124,626,282,10853,5181,4224,1430,18,33,26,13281,0,0,0,0,0,0,62,1,39,21,0,0.0356,0.056,0.0143,0.0031,88.12,94.3,93.24,81.72,71.76,66.14,71.36,25.46,93.85,89.72,0.1445,25.85,88.68,85.62,76.19,85.16,-,74.84,77.46,86.4,12.5,7.64,-,81.13,-
A2809,KY MSSP Enhanced,"KY, IL",Renewal,2,42370,43647,0,0,0,0,0,0,0,0,0,1,Two-Sided,Retrospective,0,1,1,5995,0.0946,0.01,5567071,5567071,,4091797,1,1,1,0,0,0,1,0,1,10084,10179,58872298,53305227,0,0,0.75,0.75,0,Low Revenue,83129,7983,15886,8356,76261,8584,14140,8533,73994,9197,14401,9169,80837,6555,13560,8792,9130,1.007,0.956,1.028,1.014,1.056,0.874,0.927,1.005,0.936,0.941,0.988,1.047,1.005,1.035,1.122,1.238,32,635,149,5331,5838,31,372,117,5319,556,2987,1889,563,3293,2702,5726,189,7,3,1,69,2393,2092,50,214,44,113,464,2500,3100,107,308,306,247,231,3,10,3,500,175,725,210,10685,5190,2653,2802,40,38,26,11595,0,0,0,0,0,0,14,1,12,9,0,0.0354,0.0771,0.019,0.0038,92.15,96.72,95.38,85.19,60.32,67.7,73.96,31.86,95.36,90.55,0.1421,31.25,97.22,85.38,100,95.54,-,89.44,90.62,81.55,21.95,9.38,-,88.44,-
A4814,"Northwest Community HealthCare PHO, LLC",IL,Re-entering,3,43831,43831,0,0,0,0,0,1,0,0,0,0,One-Sided,Prospective,0,0,0,16945,-0.0001,0.0262,-14216,0,,0,1,1,1,0,0,0,0.9547,0,1,11266,11088,187246538,187260754,,,0.4,0.4,0,Low Revenue,87517,10276,17590,9765,89310,10249,18813,10323,111579,10792,19276,10389,83318,12990,21987,10750,11266,0.968,0.871,1.051,0.947,1.036,0.893,0.988,0.976,1.001,0.93,1,0.986,1.042,0.959,1.021,1,29,714,292,16044,16621,54,598,296,15673,633,7792,5866,2654,9716,7229,15818,87,258,63,1,718,2847,2476,47,326,39,326,737,2400,4507,104,463,232,262,243,1,14,4,508,205,735,275,10753,3664,5623,1442,24,60,22,12413,0,0,0,0,0,0,113,161,56,46,2,0.0353,0.0485,0.0127,0.0071,85.99,92.78,91.92,76.14,70.35,64.43,70.76,26.37,94.11,87.28,0.1517,39.8,99.19,90.68,100,93.17,-,82.26,87.55,82.85,0,6.3,-,73.49,-
A3012,"Consolidated Medical Practices of Memphis, PLLC","TN, MS",Renewal,2,42370,43647,0,0,0,0,0,1,0,0,0,0,One-Sided,Prospective,0,0,0,10397,-0.0099,0.0298,-993253,0,,0,1,1,1,0,0,0,0.7298,0,0,9948,10457,100303414,101296667,,,0.4,0.4,0,Low Revenue,76933,8117,15081,8475,72985,8441,15736,8947,101582,10551,22572,9500,89227,9458,22504,9261,10046,0.966,1.099,0.987,0.977,0.98,1.064,0.984,0.959,1.008,1.104,1.106,0.967,0.967,1.096,1.168,0.947,85,439,337,8008,10083,58,340,246,9439,385,5022,3464,1526,6495,3902,8703,1407,33,3,4,247,2529,2079,41,365,66,448,624,1689,4230,155,408,220,257,231,1,19,6,452,206,673,223,10397,4108,4774,1482,34,46,33,13779,0,0,0,0,0,0,29,21,72,8,0,0.0349,0.0749,0.0189,0.0214,85.49,94.2,93.34,81.67,63.83,64.31,69.58,30.39,92.61,88.01,0.1668,41.06,58.75,74.41,22.95,61.15,-,46.77,42.34,73.02,6,10.31,-,62.85,-
A3791,"University Health ACO, LLC",TN,Initial,1,43101,43101,1,0,0,0,0,0,0,0,0,0,One-Sided,Retrospective,0,0,0,9985,-0.029,0.03,-2878023,0,,0,1,1,1,0,0,0,0.9512,0,,10230,9503,99353367,102231390,,,0.5,0.5,0,High Revenue,64236,9639,13758,7714,69777,9715,15767,8229,68774,10536,15081,8714,73366,13029,15800,9851,10526,1.002,1.009,1.03,0.925,1.003,1.085,1.041,0.928,0.996,1.051,1.126,0.97,0.984,1.075,1.112,0.976,77,862,244,8768,9712,63,533,147,8969,872,5510,2857,746,5696,4289,9450,208,32,12,4,279,2051,1959,54,39,19,138,300,3857,3632,99,347,355,224,218,1,2,2,460,175,824,288,10311,3575,4055,2650,32,31,24,9616,0,0,0,0,1,0,129,257,194,45,0,0.0344,0.0754,0.0147,0.0008,86.83,95.24,93.92,76.4,64.82,68.36,69.85,35.34,95.7,88.66,0.1571,35.54,94.76,84.06,76.92,72.18,-,80.08,80,85.59,0,8.81,-,72.91,-
A2505,PACN,NC,Renewal,2,42005,43101,1,0,0,0,0,0,0,0,0,0,One-Sided,Retrospective,0,0,0,11556,-0.0018,0.0291,-185311,0,,0,1,1,1,0,0,0,1,0,1,8989,9246,101684878,101870189,,,0.5,0.5,0,Low Revenue,73721,8848,12382,8398,70569,9698,12278,8424,63335,9346,13089,8499,58933,8933,11317,8684,9005,0.953,0.963,0.951,0.964,1.016,0.967,0.965,0.955,0.938,0.978,1.01,0.956,0.972,1.005,1.092,1.112,88,980,510,11868,11312,59,487,210,10557,715,5303,4022,1516,6440,5116,10216,891,47,37,26,339,2067,1965,14,95,12,262,270,2072,3828,80,273,314,203,196,0,5,2,447,161,712,250,10665,3524,4102,3022,17,25,23,10193,0,0,0,0,0,0,30,56,39,29,0,0.0342,0.0581,0.0142,0.0008,87.79,95.3,93.11,79.66,56.2,61.87,72.44,24.42,91.97,87.79,0.1432,28.78,93.84,83.87,83.33,73.04,-,86.59,80.62,56.85,18.52,8.06,-,68.27,-
A2067,"Premier Patient Healthcare, LLC","TX, OK",Renewal,3,41640,43831,0,0,0,0,0,0,0,0,1,0,Two-Sided,Retrospective,0,0,0,8756,0.1151,0.02,10122021,10122021,,4959790,1,1,1,0,0,0,0.9394,0,1,10257,10191,87908203,77786182,,,0.5,0.5,1,Low Revenue,80554,8856,15122,8884,72394,9123,13091,8819,99054,9872,16350,8762,83740,10287,12144,8632,9076,1.018,0.87,0.875,0.874,1.055,0.925,0.883,0.884,0.98,0.953,0.989,0.904,0.948,1,0.949,0.915,23,502,260,9441,8571,34,339,189,8008,607,4975,2575,599,4768,3988,7819,320,181,55,35,346,2369,1742,57,460,41,108,254,1548,4211,73,493,247,211,175,2,23,4,463,142,623,260,10676,5065,4684,910,17,19,21,13871,0,0,0,0,0,0,53,1,20,8,0,0.0338,0.0756,0.0164,0.0007,87.48,93.33,90.95,82.54,62.05,63.13,71.78,32.74,92.04,86.32,0.1575,30.16,89.29,79.85,79.31,58.61,-,71.6,63.53,84.09,9.76,8.91,-,82.23,-
A3669,"DOCACO GULF COAST, LLC","FL, SC",Initial,1,43101,43101,1,0,0,0,0,0,0,0,0,0,One-Sided,Retrospective,0,0,0,8748,0.0332,0.0313,2847692,2847692,,1395369,1,1,1,0,0,0,1,0,,10034,9610,85861155,83013463,,,0.5,0.5,0,Low Revenue,70805,8362,13708,8766,81198,8496,14237,8421,82228,8957,14698,8895,82897,8062,14338,9343,9702,0.986,0.945,0.94,0.953,0.965,0.88,0.945,0.943,0.982,0.908,0.987,0.957,0.898,0.893,0.951,0.934,74,708,385,9598,8557,38,359,147,8013,588,4351,2749,1060,5105,3643,7819,572,50,55,5,247,2253,1941,59,252,23,139,343,1490,4892,59,479,199,203,188,1,12,2,431,152,661,262,12289,5414,5472,1355,48,30,22,11067,0,0,0,0,0,0,33,16,24,6,0,0.0337,0.0464,0.0125,0.0015,84.38,93.25,91.64,78.86,64.57,58.91,76.02,29.93,93.27,85.37,0.1463,29.31,90.11,89.96,94.12,87.2,-,80.28,90.22,88.61,7.55,6.52,-,80,-
A1539,Orlando Health Collaborative Care,FL,Renewal,3,41275,43647,0,0,0,0,0,0,0,0,0,1,Two-Sided,Retrospective,0,0,1,17254,-0.0088,0.01,-1545108,0,,0,1,1,1,0,0,0,0.8397,0,1,10369,10261,174649717,176194826,,,0.75,0.75,0,High Revenue,80351,9643,16075,8445,93404,9871,14570,8829,79484,12232,18204,9316,83553,12051,17447,9688,10460,0.975,1.003,0.955,1.003,1.073,0.96,0.88,1.001,1.02,1.03,0.946,1.012,0.924,0.98,0.961,1.014,101,1224,224,15652,16844,118,940,271,15515,1532,9085,4990,1647,9663,7591,14488,1494,257,245,11,759,2906,2591,19,292,27,195,310,2296,4134,59,463,325,293,276,1,13,3,559,222,892,329,10555,3071,5993,1479,11,28,23,10969,0,0,0,0,2,8,471,700,367,194,0,0.0334,0.0449,0.0123,0.0005,81.38,92.63,92.48,79.04,60.25,54.96,72.18,24.25,92.62,85.71,0.1679,40.07,93.43,82.97,58.33,36.78,-,79.12,76.63,88.47,0,9.59,-,66.78,-
A1722,Central Florida Physicians Trust,FL,Renewal,3,41275,43647,0,0,0,0,0,0,0,0,1,0,Two-Sided,Prospective,1,0,1,9162,0.0163,0.0308,1742848,0,,0,1,1,1,0,0,0,0.9538,0,1,11941,11460,106942540,105199693,0,0,0.5,0.5,1,Low Revenue,86732,9728,18660,9816,93902,9545,22260,10264,110339,9875,22241,10460,87105,10394,21022,11225,11746,1.055,1.074,1.229,1.111,1.085,0.97,1.138,1.11,1.075,1.047,1.185,1.124,1.038,1.183,1.293,1.212,27,552,240,8418,8956,43,394,177,8342,429,4420,2929,1384,5517,3645,8092,535,103,102,3,327,3097,2728,52,354,22,429,596,1852,5101,78,627,334,307,287,2,16,3,552,244,847,330,13434,5445,6037,1872,80,51,25,11872,0,0,0,0,0,0,47,12,38,34,0,0.0333,0.0596,0.017,0.0092,84.85,95.12,93.71,74.88,64.08,64.2,73.43,22.93,91.73,84.65,0.1615,35.38,90.8,90.38,96,84.62,-,83.85,82.91,85.22,38.89,7.64,-,90.4,-
A2773,"Think ACO, LLC","NE, IA",Renewal,2,42370,43647,0,0,0,0,0,0,0,0,0,1,Two-Sided,Retrospective,0,0,1,7121,0.0506,0,3662734,3662734,,2692110,1,1,1,0,0,0,1,0,1,10368,9911,72429139,68766405,,,0.75,0.75,0,Low Revenue,92256,9336,17432,8353,86384,8644,17798,8470,79431,9579,19504,9240,71961,10359,17318,9489,9844,0.998,1.076,1.04,0.924,1.117,1.036,1.144,0.956,1.152,1.01,1.127,1.006,0.99,1.136,1.19,1.079,25,310,148,7637,6986,22,245,113,6606,381,3553,2288,899,4050,3071,6604,180,17,15,6,299,2238,2056,126,72,19,133,680,2021,3647,52,479,258,197,188,5,3,1,429,135,661,227,9564,4262,3656,1634,13,49,29,14011,0,0,0,0,0,0,34,36,3,8,0,0.0327,0.041,0.0124,0.0062,87.5,94.57,93.65,81.81,67.37,67.37,74.64,24.12,93.58,88.27,0.1317,27.81,96.96,95.6,80,96.65,-,86.45,88.59,87.91,22.86,4.91,-,87.74,-
A4842,Midwest MSSP,"KS, OK",Initial,1,43831,43831,0,0,0,0,0,1,0,0,0,0,One-Sided,Retrospective,0,0,0,11609,0.0485,0.029,5318101,5318101,,2084696,1,1,1,0,0,0,1,0,1,9693,9393,109682035,104363934,,,0.4,0.4,0,Low Revenue,61019,9556,16448,8013,63466,9618,14154,8445,78312,9070,12329,8723,79156,10526,13581,8735,9223,1.012,0.87,0.924,0.884,0.929,0.913,0.931,0.912,0.94,0.911,0.97,0.917,0.983,1.024,1.124,1.02,52,875,267,10770,11316,50,607,196,10464,990,6338,3138,1143,6520,5089,10598,430,133,64,64,320,2327,2087,25,183,36,196,452,1803,3853,63,380,297,220,205,1,12,3,460,140,631,228,9291,4498,2934,1430,429,37,25,13386,0,0,1,0,0,0,51,1,20,10,0,0.0322,0.062,0.0182,0.0039,88.3,91.85,92.17,83.18,58.48,59.99,73.06,26.48,91.9,83.92,0.1253,29.71,93.81,81.23,73.68,91.08,-,81.85,80.88,85.62,36.84,7.32,-,83.65,-
A3629,"PathfinderHealth, LLC",AZ,Initial,1,43101,43101,0,0,0,1,0,0,0,0,0,0,Two-Sided,Prospective,0,0,1,8435,0.0542,0.0316,4696093,4696093,,2301086,1,1,1,0,0,0,0.9382,0,,10479,10325,86676666,81980573,,,0.5,0.5,0,High Revenue,84069,9347,21418,10016,88827,9169,17414,9638,88857,10815,22584,9603,87614,10583,17087,9571,9911,1.092,0.929,1.122,0.961,1.041,0.941,0.992,0.958,1.21,0.95,1.099,0.941,0.894,0.887,0.872,0.895,28,480,185,7148,8271,17,308,155,7791,326,4357,2834,918,4660,3775,7945,31,30,57,111,261,2798,2471,18,285,62,330,420,2298,3582,108,377,308,186,170,0,13,4,534,122,556,261,9642,2821,3552,3006,263,34,24,13379,2,1,1,0,4,7,130,530,180,86,0,0.0319,0.0665,0.0197,0.0017,70.21,90.71,90,68.92,59.53,63.35,74.63,22.83,86.72,81.76,0.1333,25.18,73.9,76.99,88.89,67.34,-,69.98,72.36,72.27,4.08,35.7,-,57.48,-
A2765,"GulfCoast Accountable Care Network, LLC",FL,Renewal,2,42370,43647,0,0,0,0,0,0,0,0,1,0,Two-Sided,Prospective,0,0,1,12887,0.0025,0.02,354364,0,,0,1,1,1,0,0,0,0.927,0,1,11255,11052,142212747,141858384,,,0.5,0.5,1,Low Revenue,86097,12050,15642,10327,79995,11066,15077,10262,84113,9834,17058,10450,79329,10123,19646,10767,11227,1.061,0.969,0.922,1.051,1.049,1.004,0.903,1.061,1.04,0.928,0.934,1.059,1.007,1.044,1.223,1.21,58,659,319,11624,12636,60,449,225,11901,484,6301,4515,1587,7248,5639,11842,481,88,55,9,412,2416,2182,77,161,22,272,548,1713,5475,85,533,284,240,227,3,8,2,506,194,755,382,13324,5551,5617,2089,67,49,24,11465,0,0,0,0,0,1,56,2,27,9,0,0.0317,0.0478,0.0154,0.0036,83.28,92.18,90.16,74.12,60.76,59.22,72.71,15.63,91.4,83.56,0.1462,32.11,87.41,77.95,80,56.99,-,76.3,81.31,84.01,11.63,8.92,-,80.92,-
A4701,"Freedom Healthcare Alliance, LLC",SC,Re-entering,3,43647,43647,0,0,0,0,0,0,0,0,1,0,Two-Sided,Retrospective,0,0,1,6359,0.0807,0.01,5231573,5231573,,2563471,1,1,1,0,0,0,0.8755,0,1,10444,9544,64798963,59567390,,,0.5,0.5,1,Low Revenue,88844,8996,17106,8126,85403,8164,16020,8431,88815,9030,17088,8773,81014,7900,13067,9233,9601,1.064,0.922,1.076,0.917,0.968,0.865,1.224,0.933,1.033,0.941,1.211,0.933,0.98,0.89,1.042,0.979,27,559,81,4961,6204,36,391,66,5712,593,3361,1807,598,3744,2615,4656,1414,90,10,2,187,2039,1758,8,270,20,208,293,1789,4623,115,482,274,194,178,0,14,2,566,133,672,254,11928,4995,4887,2024,21,23,29,13222,0,0,0,0,0,0,31,11,19,19,0,0.0315,0.062,0.0146,0.0028,84.84,93.53,91.8,82.18,65.74,66.69,71.23,32.02,89.57,87.37,0.1632,24.58,88.33,56.11,50,55.02,-,55.66,67.19,77.56,13.33,11.99,-,77.19,-
A3507,"UVA Community Health Accountable Care Organization, LLC",VA,Renewal,2,42736,43831,0,0,0,0,0,0,1,0,0,0,Two-Sided,Retrospective,0,0,0,6961,0.0258,0.015,1650360,1650360,,808676,1,1,1,0,0,0,0.9884,0,1,9397,9381,63951614,62301254,,,0.5,0.5,1,Low Revenue,96808,10595,18604,8202,101432,11147,11414,8424,129300,9178,13612,8649,90587,10235,9595,8914,9155,0.927,0.959,0.977,0.858,0.987,0.899,0.9,0.864,0.979,0.895,0.834,0.883,0.973,0.825,0.813,0.883,15,356,136,6216,6805,15,279,124,6387,478,3688,2174,621,3718,3243,6040,441,106,51,2,321,2354,2010,7,332,17,180,342,1783,4151,91,325,163,192,172,0,17,3,541,133,675,234,10373,4318,4797,1254,5,23,26,14180,0,0,0,0,0,0,60,113,42,17,0,0.0306,0.0419,0.0082,0.0003,84,95.58,93.99,82.32,57.1,59.29,73.36,21.51,91.17,88.43,0.1412,31.16,89.37,82,100,83.45,-,73.07,76.25,86.73,16.67,14.76,-,76,-
